PLANTA,TEMPORADA,DESCARG,TDC_POND,JUVX2,Munida_pond,ANO,MES,Fecha,%SP+P,%SP+P ANTERIOR,ORIGEN
SAMANCO,2024 - II,1116,13.6,0.233,0.034,2024,12,12/12/2024,0.1,,ambas
SAMANCO,2024 - II,1144,22.8,0.021,0.045,2024,12,13/12/2024,0.07,0.1,ambas
SAMANCO,2024 - II,873,10.8,0,0,2024,12,14/12/2024,0.16,0.07,ambas
SAMANCO,2024 - II,755,13.7,0.015,0,2024,12,16/12/2024,0.25,,ambas
SAMANCO,2024 - II,550,27.7,0.124,0.026,2024,12,17/12/2024,0.56,0.25,ambas
SAMANCO,2024 - II,510,14.2,0,0.044,2024,12,19/12/2024,0,,ambas
SAMANCO,2024 - II,1038,16,0.058,0.168,2024,12,20/12/2024,0.04,0,ambas
SAMANCO,2024 - II,891,11.5,0.009,0.017,2024,12,21/12/2024,0.37,0.04,ambas
SAMANCO,2024 - II,1247,12.6,0.306,0.036,2024,12,22/12/2024,0.1,0.37,ambas
SAMANCO,2024 - II,1408,18.8,0.14,0.017,2024,12,23/12/2024,0.33,0.1,ambas
SAMANCO,2024 - II,720,12.7,0.25,0.061,2024,12,26/12/2024,0.45,,ambas
SAMANCO,2024 - II,564,17.8,0.394,0.018,2024,12,27/12/2024,0.31,0.45,ambas
SAMANCO,2024 - II,347,12.5,0,0.012,2024,12,30/12/2024,0.45,,ambas
SAMANCO,2024 - II,694,11.3,0.289,0.035,2025,1,01/01/2025,0,,ambas
SAMANCO,2024 - II,486,13.2,0.328,0.019,2025,1,02/01/2025,0,0,ambas
SAMANCO,2024 - II,162,12.6,0.613,0.072,2025,1,03/01/2025,0,0,ambas
SAMANCO,2024 - II,411,13.3,0.013,0.038,2025,1,05/01/2025,0,,ambas
SAMANCO,2024 - II,708,12,0.553,0,2025,1,06/01/2025,0.27,0,ambas
SAMANCO,2024 - II,836,12.3,0.715,0.068,2025,1,07/01/2025,0.04,0.27,ambas
SAMANCO,2024 - II,280,26.9,0.545,0.166,2025,1,08/01/2025,0,0.04,ambas
SAMANCO,2024 - II,731,25.3,0.65,0.114,2025,1,09/01/2025,0.09,0,ambas
SAMANCO,2024 - II,905,26.4,0.634,0,2025,1,11/01/2025,0.16,,ambas
SAMANCO,2024 - II,363,11.4,0.35,0.089,2025,1,12/01/2025,0.28,0.16,ambas
SAMANCO,2024 - II,974,16.1,0.092,0.348,2025,1,13/01/2025,0.39,0.28,ambas
SAMANCO,2025 - I,902,11.2,0.132,0.011,2025,4,23/04/2025,0.42,,ambas
SAMANCO,2025 - I,1041,14.8,0.73,0.01,2025,4,24/04/2025,0.01,0.42,ambas
SAMANCO,2025 - I,485,11.3,0.23,0,2025,4,25/04/2025,0,0.01,ambas
SAMANCO,2025 - I,329,8.1,0.387,0.002,2025,4,27/04/2025,0.73,,ambas
SAMANCO,2025 - I,355,12.4,0.21,0.04,2025,4,28/04/2025,0,0.73,ambas
SAMANCO,2025 - I,1007,19.3,0.419,0,2025,4,29/04/2025,0.28,0,ambas
SAMANCO,2025 - I,526,10.3,0.795,0.033,2025,4,30/04/2025,0,0.28,ambas
SAMANCO,2025 - I,869,9.7,0.462,0.035,2025,5,01/05/2025,0.4,0,ambas
SAMANCO,2025 - I,1194,10.6,0.32,0.032,2025,5,02/05/2025,0.41,0.4,ambas
SAMANCO,2025 - I,607,14.6,0.485,0.144,2025,5,03/05/2025,0.33,0.41,ambas
SAMANCO,2025 - I,1187,13.3,0.619,0.021,2025,5,04/05/2025,0,0.33,ambas
SAMANCO,2025 - I,1055,20.1,0.496,0.014,2025,5,05/05/2025,0.04,0,ambas
SAMANCO,2025 - I,983,12.5,0.266,0,2025,5,06/05/2025,0,0.04,ambas
SAMANCO,2025 - I,1247,16.6,0.292,0.015,2025,5,07/05/2025,0,0,ambas
SAMANCO,2025 - I,1101,11.9,0.304,0,2025,5,09/05/2025,0.28,,ambas
SAMANCO,2025 - I,1144,10.2,0.273,0,2025,5,10/05/2025,0.17,0.28,ambas
SAMANCO,2025 - I,1070,14.6,0.16,0,2025,5,11/05/2025,0.58,0.17,ambas
SAMANCO,2025 - I,909,12.7,0.233,0.028,2025,5,12/05/2025,0.16,0.58,ambas
SAMANCO,2025 - I,636,8.9,0.3,0.043,2025,5,13/05/2025,0,0.16,ambas
SAMANCO,2025 - I,1228,21.4,0.316,0.012,2025,5,14/05/2025,0.3,0,ambas
SAMANCO,2025 - I,214,7.3,0.106,0,2025,5,15/05/2025,0,0.3,ambas
SAMANCO,2025 - I,1157,15.1,0.293,0.006,2025,5,17/05/2025,0.31,,ambas
SAMANCO,2025 - I,494,23.8,0.234,0.123,2025,5,18/05/2025,0,0.31,ambas
SAMANCO,2025 - I,812,12.5,0.216,0.021,2025,5,19/05/2025,0.28,0,ambas
SAMANCO,2025 - I,743,15.4,0.199,0.004,2025,5,20/05/2025,0.59,0.28,ambas
SAMANCO,2025 - I,328,37.3,0.634,0.004,2025,5,24/05/2025,0.48,,ambas
SAMANCO,2025 - I,848,8.6,0.412,0.022,2025,5,27/05/2025,0.29,,ambas
SAMANCO,2025 - I,500,10.1,0.48,0.061,2025,5,30/05/2025,0.21,,ambas
SAMANCO,2025 - I,769,13.8,0.623,0.111,2025,5,31/05/2025,0,0.21,ambas
SAMANCO,2025 - I,766,11.1,0.586,0.044,2025,6,01/06/2025,0,0,ambas
SAMANCO,2025 - I,511,15.1,0.711,0.225,2025,6,02/06/2025,0,0,ambas
SAMANCO,2025 - I,1026,14.5,0.751,0.161,2025,6,03/06/2025,0,0,ambas
SAMANCO,2025 - I,469,13.8,0.632,0.034,2025,6,24/06/2025,0,,ambas
SAMANCO,2025 - I,314,8.1,0.594,0.008,2025,6,25/06/2025,0,0,ambas
SUPE,2020 - II,335,11.1,0.021,0.002,2020,11,13/11/2020,,,solo calidadmp
SUPE,2020 - II,1619,15.1,0.023,0.028,2020,11,14/11/2020,,,solo calidadmp
SUPE,2020 - II,706,12.3,0,0,2020,11,15/11/2020,,,solo calidadmp
SUPE,2020 - II,1506,19.3,0.068,0.004,2020,11,16/11/2020,,,solo calidadmp
SUPE,2020 - II,549,12.4,0.092,0.077,2020,11,17/11/2020,,,solo calidadmp
SUPE,2020 - II,853,11.6,0.258,0.061,2020,11,18/11/2020,,,solo calidadmp
SUPE,2020 - II,717,23.2,0.164,0.079,2020,11,19/11/2020,,,solo calidadmp
SUPE,2020 - II,820,16.5,0.01,0,2020,11,22/11/2020,,,solo calidadmp
SUPE,2020 - II,572,15.7,0.002,0.01,2020,11,23/11/2020,,,solo calidadmp
SUPE,2020 - II,874,13.2,0.026,0.066,2020,11,24/11/2020,,,solo calidadmp
SUPE,2020 - II,825,13.3,0,0,2020,11,25/11/2020,,,solo calidadmp
SUPE,2020 - II,1392,16.6,0,0.001,2020,11,26/11/2020,,,solo calidadmp
SUPE,2020 - II,75,8.7,0.565,0,2020,11,28/11/2020,,,solo calidadmp
SUPE,2020 - II,1051,29.4,0.012,0.006,2020,11,29/11/2020,,,solo calidadmp
SUPE,2020 - II,907,29.4,0.036,0.013,2020,11,30/11/2020,,,solo calidadmp
SUPE,2020 - II,427,13.9,0.021,0.008,2020,12,01/12/2020,,,solo calidadmp
SUPE,2020 - II,1091,25.7,0.072,0,2020,12,02/12/2020,,,solo calidadmp
SUPE,2020 - II,449,13.9,0.261,0,2020,12,03/12/2020,,,solo calidadmp
SUPE,2020 - II,939,25.8,0.015,0.001,2020,12,04/12/2020,,,solo calidadmp
SUPE,2020 - II,34,8.9,0.604,0,2020,12,05/12/2020,,,solo calidadmp
SUPE,2020 - II,939,29.4,0.02,0,2020,12,06/12/2020,,,solo calidadmp
SUPE,2020 - II,844,12.6,0.221,0.069,2020,12,07/12/2020,,,solo calidadmp
SUPE,2020 - II,609,14.3,0,0.063,2020,12,09/12/2020,,,solo calidadmp
SUPE,2020 - II,806,12.7,0.003,0,2020,12,10/12/2020,,,solo calidadmp
SUPE,2020 - II,866,13.2,0,0,2020,12,11/12/2020,,,solo calidadmp
SUPE,2020 - II,952,15.3,0,0,2020,12,12/12/2020,,,solo calidadmp
SUPE,2020 - II,1401,18.3,0.014,0.001,2020,12,13/12/2020,,,solo calidadmp
SUPE,2020 - II,874,14.6,0.018,0.012,2020,12,14/12/2020,,,solo calidadmp
SUPE,2020 - II,806,11.1,0.021,0.07,2020,12,15/12/2020,,,solo calidadmp
SUPE,2020 - II,981,13.9,0.038,0.014,2020,12,16/12/2020,,,solo calidadmp
SUPE,2020 - II,1290,28,0.015,0.016,2020,12,17/12/2020,,,solo calidadmp
SUPE,2020 - II,529,11.5,0,0.025,2020,12,18/12/2020,,,solo calidadmp
SUPE,2020 - II,1351,9.9,0.148,0.032,2020,12,19/12/2020,,,solo calidadmp
SUPE,2020 - II,753,28.9,0,0,2020,12,21/12/2020,,,solo calidadmp
SUPE,2020 - II,1274,26.8,0,0.022,2020,12,22/12/2020,,,solo calidadmp
SUPE,2020 - II,562,42.6,0.022,0.128,2020,12,23/12/2020,,,solo calidadmp
SUPE,2020 - II,1158,30.1,0,0.044,2020,12,26/12/2020,,,solo calidadmp
SUPE,2020 - II,1199,21.8,0,0.026,2020,12,27/12/2020,,,solo calidadmp
SUPE,2020 - II,234,13.3,0.026,0,2020,12,29/12/2020,,,solo calidadmp
SUPE,2020 - II,587,34.7,0.007,0.041,2020,12,30/12/2020,,,solo calidadmp
SUPE,2020 - II,874,41.8,0,0,2020,12,31/12/2020,,,solo calidadmp
SUPE,2020 - II,696,33.9,0,0.017,2021,1,04/01/2021,,,solo calidadmp
SUPE,2020 - II,570,18.1,0,0.017,2021,1,05/01/2021,,,solo calidadmp
SUPE,2020 - II,734,16.5,0.176,0.017,2021,1,07/01/2021,,,solo calidadmp
SUPE,2020 - II,658,15.1,0.071,0.021,2021,1,08/01/2021,,,solo calidadmp
SUPE,2020 - II,689,11.4,0.111,0.033,2021,1,10/01/2021,,,solo calidadmp
SUPE,2020 - II,1011,8.5,0.164,0.038,2021,1,11/01/2021,,,solo calidadmp
SUPE,2020 - II,1651,10.6,0.135,0.085,2021,1,12/01/2021,,,solo calidadmp
SUPE,2020 - II,1208,11.3,0.242,0.042,2021,1,13/01/2021,,,solo calidadmp
SUPE,2020 - II,594,9.1,0.316,0.037,2021,1,15/01/2021,,,solo calidadmp
SUPE,2020 - II,601,10.3,0.292,0.046,2021,1,16/01/2021,,,solo calidadmp
SUPE,2021 - I,660,14.3,0.022,0.025,2021,4,30/04/2021,0.45,,ambas
SUPE,2021 - I,793,16.2,0.115,0.076,2021,5,01/05/2021,0.6,0.45,ambas
SUPE,2021 - I,426,10.7,0.42,0.014,2021,5,03/05/2021,0.73,,ambas
SUPE,2021 - I,1285,12.3,0.154,0.001,2021,5,04/05/2021,0.12,0.73,ambas
SUPE,2021 - I,1534,14.8,0.079,0,2021,5,05/05/2021,0.23,0.12,ambas
SUPE,2021 - I,1119,12.8,0.095,0,2021,5,06/05/2021,0.34,0.23,ambas
SUPE,2021 - I,1723,18.7,0.208,0,2021,5,07/05/2021,0.36,0.34,ambas
SUPE,2021 - I,817,21.8,0.258,0.008,2021,5,08/05/2021,0.68,0.36,ambas
SUPE,2021 - I,932,11.4,0.158,0,2021,5,09/05/2021,0.23,0.68,ambas
SUPE,2021 - I,279,26.8,0,0,2021,5,10/05/2021,0.42,0.23,ambas
SUPE,2021 - I,1162,21.3,0.127,0,2021,5,11/05/2021,0.33,0.42,ambas
SUPE,2021 - I,836,18,0.008,0,2021,5,14/05/2021,0.8,,ambas
SUPE,2021 - I,1302,20.9,0.017,0.005,2021,5,23/05/2021,1,,ambas
SUPE,2021 - I,1078,29.2,0.129,0.002,2021,5,24/05/2021,0.87,1,ambas
SUPE,2021 - I,749,19.7,0,0,2021,5,25/05/2021,1,0.87,ambas
SUPE,2021 - I,1232,36.1,0.366,0,2021,5,30/05/2021,0.68,,ambas
SUPE,2021 - I,1145,14.9,0.192,0,2021,6,03/06/2021,1,,ambas
SUPE,2021 - I,352,9.1,0.151,0.001,2021,6,04/06/2021,1,1,ambas
SUPE,2021 - II,474,12,0,0,2021,11,15/11/2021,0.88,,ambas
SUPE,2021 - II,956,15.5,0.113,0.078,2021,11,16/11/2021,0.79,0.88,ambas
SUPE,2021 - II,1036,13.1,0,0.001,2021,11,17/11/2021,1,0.79,ambas
SUPE,2021 - II,1109,12,0.07,0,2021,11,18/11/2021,0.83,1,ambas
SUPE,2021 - II,1642,13.5,0.029,0.001,2021,11,19/11/2021,0.61,0.83,ambas
SUPE,2021 - II,1742,13.6,0.035,0.002,2021,11,20/11/2021,0.93,0.61,ambas
SUPE,2021 - II,1320,15,0.027,0.002,2021,11,21/11/2021,1,0.93,ambas
SUPE,2021 - II,927,6.5,0,0.012,2021,11,22/11/2021,0.93,1,ambas
SUPE,2021 - II,1491,12.8,0.017,0.035,2021,11,23/11/2021,0.65,0.93,ambas
SUPE,2021 - II,1191,10.3,0.041,0.033,2021,11,24/11/2021,0.84,0.65,ambas
SUPE,2021 - II,1563,15.5,0.003,0,2021,11,25/11/2021,0.89,0.84,ambas
SUPE,2021 - II,1552,16.1,0,0,2021,11,26/11/2021,0.35,0.89,ambas
SUPE,2021 - II,1354,14.1,0.003,0,2021,11,27/11/2021,0.63,0.35,ambas
SUPE,2021 - II,1750,13,0.011,0,2021,11,28/11/2021,0.69,0.63,ambas
SUPE,2021 - II,1741,14.4,0.034,0.002,2021,11,29/11/2021,0.96,0.69,ambas
SUPE,2021 - II,210,13,0.016,0,2021,11,30/11/2021,,,solo calidadmp
SUPE,2021 - II,1660,13.7,0,0,2021,12,01/12/2021,0.48,,ambas
SUPE,2021 - II,1689,19.7,0.039,0,2021,12,02/12/2021,0.75,0.48,ambas
SUPE,2021 - II,1748,24.1,0.023,0,2021,12,03/12/2021,0.9,0.75,ambas
SUPE,2021 - II,1520,12.2,0.02,0,2021,12,04/12/2021,0.67,0.9,ambas
SUPE,2021 - II,869,25.2,0.113,0,2021,12,05/12/2021,1,0.67,ambas
SUPE,2021 - II,1784,14.1,0.036,0,2021,12,06/12/2021,0.67,1,ambas
SUPE,2021 - II,1253,14,0.041,0,2021,12,07/12/2021,0.65,0.67,ambas
SUPE,2021 - II,1031,16.5,0.148,0.073,2021,12,08/12/2021,1,0.65,ambas
SUPE,2021 - II,722,16.3,0.138,0.048,2021,12,09/12/2021,1,1,ambas
SUPE,2021 - II,811,12.3,0.058,0.093,2021,12,10/12/2021,1,1,ambas
SUPE,2021 - II,1012,12.9,0.041,0.095,2021,12,11/12/2021,1,1,ambas
SUPE,2021 - II,509,8.6,0.068,0.014,2021,12,12/12/2021,1,1,ambas
SUPE,2021 - II,728,11.6,0.072,0.08,2021,12,13/12/2021,1,1,ambas
SUPE,2021 - II,855,12.2,0.046,0.023,2021,12,15/12/2021,1,,ambas
SUPE,2021 - II,1619,12.7,0.443,0.117,2021,12,16/12/2021,0.27,1,ambas
SUPE,2021 - II,613,11,0.274,0.084,2021,12,17/12/2021,0.36,0.27,ambas
SUPE,2022 - I,1653,14,0.609,0.031,2022,5,05/05/2022,0.38,,ambas
SUPE,2022 - I,1488,13.8,0.515,0.013,2022,5,06/05/2022,0.57,0.38,ambas
SUPE,2022 - I,1601,13.8,0.147,0.038,2022,5,07/05/2022,0.63,0.57,ambas
SUPE,2022 - I,1675,19.8,0.464,0.052,2022,5,08/05/2022,0.58,0.63,ambas
SUPE,2022 - I,1123,32.9,0.22,0,2022,5,11/05/2022,0.66,,ambas
SUPE,2022 - I,1813,12.7,0.361,0.056,2022,5,12/05/2022,0.57,0.66,ambas
SUPE,2022 - I,1665,14.4,0.563,0.11,2022,5,13/05/2022,0.14,0.57,ambas
SUPE,2022 - I,2270,16.4,0.468,0.009,2022,5,14/05/2022,0.24,0.14,ambas
SUPE,2022 - I,1830,28.4,0.077,0.008,2022,5,16/05/2022,0.3,,ambas
SUPE,2022 - I,76,31.3,0.064,0.006,2022,5,17/05/2022,0,0.3,ambas
SUPE,2022 - I,1920,17.1,0.102,0.001,2022,5,19/05/2022,0.09,,ambas
SUPE,2022 - I,1488,16.5,0.098,0,2022,5,21/05/2022,0.21,,ambas
SUPE,2022 - I,1478,12.6,0.145,0,2022,5,22/05/2022,0,0.21,ambas
SUPE,2022 - I,653,15.4,0.214,0,2022,5,23/05/2022,0,0,ambas
SUPE,2022 - I,484,11.3,0.3,0,2022,5,24/05/2022,0,0,ambas
SUPE,2022 - I,1095,19.6,0.398,0,2022,5,26/05/2022,0.14,,ambas
SUPE,2022 - I,621,11.1,0.131,0,2022,5,27/05/2022,0.86,0.14,ambas
SUPE,2022 - I,1684,26.8,0.275,0.011,2022,5,28/05/2022,0.26,0.86,ambas
SUPE,2022 - I,427,14.3,0.219,0.001,2022,5,29/05/2022,1,0.26,ambas
SUPE,2022 - I,990,21.9,0.203,0.004,2022,5,30/05/2022,0.57,1,ambas
SUPE,2022 - I,1163,14.7,0.102,0.001,2022,5,31/05/2022,0.2,0.57,ambas
SUPE,2022 - I,961,20.5,0.126,0,2022,6,01/06/2022,0.93,0.2,ambas
SUPE,2022 - I,1440,28,0.152,0,2022,6,02/06/2022,0.66,0.93,ambas
SUPE,2022 - I,1274,16.3,0.286,0.061,2022,6,03/06/2022,0.35,0.66,ambas
SUPE,2022 - I,237,7.7,0.008,0,2022,6,09/06/2022,0.47,,ambas
SUPE,2022 - I,454,12.9,0.152,0,2022,6,10/06/2022,1,0.47,ambas
SUPE,2022 - I,1930,22.3,0.111,0.061,2022,6,11/06/2022,1,1,ambas
SUPE,2022 - I,1094,16.2,0.111,0.054,2022,6,12/06/2022,0.67,1,ambas
SUPE,2022 - I,1008,17.7,0.306,0.228,2022,6,13/06/2022,0.98,0.67,ambas
SUPE,2022 - I,1128,20,0.201,0.019,2022,6,15/06/2022,0.67,,ambas
SUPE,2022 - I,1191,10.6,0.256,0.018,2022,6,16/06/2022,0.96,0.67,ambas
SUPE,2022 - I,744,19.9,0.332,0.153,2022,6,17/06/2022,0.25,0.96,ambas
SUPE,2022 - I,1580,26.4,0.319,0.027,2022,6,18/06/2022,0.72,0.25,ambas
SUPE,2022 - I,1155,16.3,0.674,0.034,2022,6,19/06/2022,0.45,0.72,ambas
SUPE,2022 - I,1260,10.3,0.192,0.004,2022,6,20/06/2022,0.5,0.45,ambas
SUPE,2022 - I,1928,15.6,0.105,0.005,2022,6,21/06/2022,0.75,0.5,ambas
SUPE,2022 - I,1519,18.7,0.074,0,2022,6,22/06/2022,0.79,0.75,ambas
SUPE,2022 - I,852,9.3,0.362,0,2022,7,02/07/2022,0.78,,ambas
SUPE,2022 - I,1289,22.4,0.036,0.021,2022,7,03/07/2022,0.94,0.78,ambas
SUPE,2022 - I,930,12.2,0.274,0.023,2022,7,05/07/2022,1,,ambas
SUPE,2022 - I,1127,5.8,0.54,0.035,2022,7,06/07/2022,1,1,ambas
SUPE,2022 - I,683,10.7,0.484,0.106,2022,7,07/07/2022,0.69,1,ambas
SUPE,2022 - I,904,32.8,0,0,2022,7,09/07/2022,1,,ambas
SUPE,2022 - I,314,15.8,0.488,0.074,2022,7,11/07/2022,0.78,,ambas
SUPE,2022 - II,1413,13.3,0.198,0.007,2022,11,23/11/2022,0.64,,ambas
SUPE,2022 - II,777,32,0.043,0.001,2022,11,26/11/2022,1,,ambas
SUPE,2022 - II,1671,22.7,0.215,0.031,2022,11,28/11/2022,1,,ambas
SUPE,2022 - II,808,14.1,0.052,0,2022,11,30/11/2022,0.45,,ambas
SUPE,2022 - II,1112,8.6,0.591,0.047,2022,12,04/12/2022,0.22,,ambas
SUPE,2022 - II,687,13.3,0.005,0,2022,12,05/12/2022,0.94,0.22,ambas
SUPE,2022 - II,762,11.4,0.043,0,2022,12,06/12/2022,0.78,0.94,ambas
SUPE,2022 - II,344,33.2,0.044,0.044,2022,12,08/12/2022,0.69,,ambas
SUPE,2022 - II,579,10,0.529,0.038,2022,12,09/12/2022,1,0.69,ambas
SUPE,2022 - II,356,7.2,0.528,0.01,2022,12,10/12/2022,1,1,ambas
SUPE,2022 - II,960,37.9,0.118,0.004,2022,12,12/12/2022,0.48,,ambas
SUPE,2022 - II,1747,15.5,0.053,0,2022,12,14/12/2022,0.39,,ambas
SUPE,2022 - II,858,12.3,0.131,0.003,2022,12,15/12/2022,0.1,0.39,ambas
SUPE,2022 - II,832,11.7,0.062,0,2022,12,16/12/2022,0.05,0.1,ambas
SUPE,2022 - II,1497,17.4,0.16,0.009,2022,12,17/12/2022,0.28,0.05,ambas
SUPE,2022 - II,1260,13.5,0.004,0,2022,12,18/12/2022,0.24,0.28,ambas
SUPE,2022 - II,1427,13.7,0.025,0,2022,12,19/12/2022,0.86,0.24,ambas
SUPE,2022 - II,1723,16.7,0.175,0.002,2022,12,20/12/2022,0.3,0.86,ambas
SUPE,2022 - II,1310,19.9,0.404,0.01,2022,12,21/12/2022,0,0.3,ambas
SUPE,2022 - II,103,13.2,0.269,0.018,2022,12,22/12/2022,0,0,ambas
SUPE,2022 - II,597,15.6,0.238,0.027,2022,12,27/12/2022,1,,ambas
SUPE,2022 - II,1113,16.7,0.028,0,2022,12,29/12/2022,0.81,,ambas
SUPE,2022 - II,592,11.4,0.208,0.011,2022,12,30/12/2022,0.69,0.81,ambas
SUPE,2022 - II,428,7.4,0.544,0.005,2023,1,02/01/2023,0.48,,ambas
SUPE,2022 - II,570,10.7,0.719,0.057,2023,1,14/01/2023,0,,ambas
SUPE,2023 - II,1702,11.4,0.651,0,2023,10,21/10/2023,0.28,,ambas
SUPE,2023 - II,1331,12.5,0.866,0,2023,10,22/10/2023,0.16,0.28,ambas
SUPE,2023 - II,584,12.8,0.848,0,2023,10,25/10/2023,1,,ambas
SUPE,2023 - II,979,14.6,0.519,0,2023,10,26/10/2023,1,1,ambas
SUPE,2023 - II,1644,11.1,0.655,0,2023,10,31/10/2023,0.54,,ambas
SUPE,2023 - II,1746,20.4,0.841,0,2023,11,01/11/2023,0.8,0.54,ambas
SUPE,2023 - II,1188,14.3,0.375,0,2023,11,02/11/2023,0.88,0.8,ambas
SUPE,2023 - II,1921,22.3,0.196,0,2023,11,03/11/2023,0.42,0.88,ambas
SUPE,2023 - II,1765,16.4,0.674,0.054,2023,11,05/11/2023,0.17,,ambas
SUPE,2023 - II,1702,14.1,0.312,0,2023,11,06/11/2023,0.42,0.17,ambas
SUPE,2023 - II,1161,22.1,0.398,0,2023,11,07/11/2023,0.3,0.42,ambas
SUPE,2023 - II,1678,19,0.122,0,2023,11,08/11/2023,0.41,0.3,ambas
SUPE,2023 - II,1699,20.8,0.325,0,2023,11,09/11/2023,0,0.41,ambas
SUPE,2023 - II,1769,12.7,0.489,0.002,2023,11,11/11/2023,0.3,,ambas
SUPE,2023 - II,831,12,0.651,0,2023,11,12/11/2023,0,0.3,ambas
SUPE,2023 - II,982,17.6,0.411,0,2023,11,13/11/2023,0.32,0,ambas
SUPE,2023 - II,407,16.6,0.448,0,2023,11,14/11/2023,0.85,0.32,ambas
SUPE,2023 - II,604,29.2,0.447,0,2023,11,15/11/2023,1,0.85,ambas
SUPE,2023 - II,1518,23.2,0.348,0,2023,11,21/11/2023,0.85,,ambas
SUPE,2023 - II,568,15.8,0.202,0,2023,11,22/11/2023,1,0.85,ambas
SUPE,2023 - II,776,13.1,0.252,0,2023,11,23/11/2023,0.28,1,ambas
SUPE,2023 - II,298,9.7,0.078,0,2023,11,28/11/2023,1,,ambas
SUPE,2023 - II,94,10,0.36,0,2023,11,30/11/2023,1,,ambas
SUPE,2023 - II,177,9.3,0.298,0,2023,12,01/12/2023,0.65,1,ambas
SUPE,2024 - I,1761,21.1,0.797,0.009,2024,4,17/04/2024,0,,ambas
SUPE,2024 - I,311,10.7,0.163,0,2024,4,19/04/2024,0,,ambas
SUPE,2024 - I,664,10,0.577,0.005,2024,4,24/04/2024,0.25,,ambas
SUPE,2024 - I,1686,30.1,0.704,0,2024,4,25/04/2024,0.37,0.25,ambas
SUPE,2024 - I,1006,17.5,0.619,0,2024,4,27/04/2024,0.59,,ambas
SUPE,2024 - I,499,11.1,0.639,0.034,2024,4,28/04/2024,1,0.59,ambas
SUPE,2024 - I,1238,12.8,0.666,0.04,2024,4,29/04/2024,0.42,1,ambas
SUPE,2024 - I,1754,29.1,0.612,0.001,2024,4,30/04/2024,1,0.42,ambas
SUPE,2024 - I,1345,14.8,0.749,0.043,2024,5,01/05/2024,0.4,1,ambas
SUPE,2024 - I,1692,12.5,0.406,0,2024,5,02/05/2024,0.37,0.4,ambas
SUPE,2024 - I,1438,16,0.703,0.029,2024,5,03/05/2024,0,0.37,ambas
SUPE,2024 - I,298,9.1,0.318,0.01,2024,5,04/05/2024,0,0,ambas
SUPE,2024 - I,1494,20.1,0.666,0.098,2024,5,05/05/2024,0.55,0,ambas
SUPE,2024 - I,470,10.6,0.223,0.001,2024,5,06/05/2024,0,0.55,ambas
SUPE,2024 - I,521,17.9,0.301,0.02,2024,5,07/05/2024,0.27,0,ambas
SUPE,2024 - I,1664,14,0.28,0.003,2024,5,08/05/2024,0.52,0.27,ambas
SUPE,2024 - I,885,12.9,0.047,0,2024,5,09/05/2024,0,0.52,ambas
SUPE,2024 - I,1986,11.3,0.029,0,2024,5,10/05/2024,0.39,0,ambas
SUPE,2024 - I,1291,15.2,0.232,0.003,2024,5,11/05/2024,0.62,0.39,ambas
SUPE,2024 - I,358,13.9,0.943,0.369,2024,5,12/05/2024,0,0.62,ambas
SUPE,2024 - I,872,9.6,0.55,0.015,2024,5,14/05/2024,0.73,,ambas
SUPE,2024 - I,926,12,0.272,0.007,2024,5,15/05/2024,0.94,0.73,ambas
SUPE,2024 - I,747,12.1,0.066,0.001,2024,5,19/05/2024,0.99,,ambas
SUPE,2024 - I,810,12.5,0.121,0,2024,5,20/05/2024,0.59,0.99,ambas
SUPE,2024 - I,1242,16.6,0.026,0,2024,5,21/05/2024,0.37,0.59,ambas
SUPE,2024 - I,863,10.4,0.221,0,2024,5,22/05/2024,0.84,0.37,ambas
SUPE,2024 - I,1637,13.5,0.305,0,2024,5,23/05/2024,0.41,0.84,ambas
SUPE,2024 - I,891,15,0.138,0.007,2024,5,24/05/2024,0.96,0.41,ambas
SUPE,2024 - I,740,11.2,0.527,0.018,2024,5,25/05/2024,0.64,0.96,ambas
SUPE,2024 - I,1094,22.1,0.571,0.135,2024,5,26/05/2024,0.18,0.64,ambas
SUPE,2024 - I,643,21.4,0.327,0.031,2024,5,27/05/2024,0,0.18,ambas
SUPE,2024 - I,879,12.2,0.147,0,2024,5,28/05/2024,0.81,0,ambas
SUPE,2024 - I,485,10.6,0.191,0,2024,5,29/05/2024,1,0.81,ambas
SUPE,2024 - I,862,11.6,0.212,0.041,2024,5,30/05/2024,0.95,1,ambas
SUPE,2024 - I,255,11.6,0.649,0.061,2024,5,31/05/2024,0.22,0.95,ambas
SUPE,2024 - I,1609,26.9,0.04,0.001,2024,6,04/06/2024,0.73,,ambas
SUPE,2024 - II,1514,13.7,0.054,0.002,2024,11,01/11/2024,1,,ambas
SUPE,2024 - II,1061,14.5,0.015,0.007,2024,11,02/11/2024,1,1,ambas
SUPE,2024 - II,1396,13.9,0.065,0.058,2024,11,03/11/2024,1,1,ambas
SUPE,2024 - II,1310,18.7,0.046,0.011,2024,11,04/11/2024,1,1,ambas
SUPE,2024 - II,1300,13.1,0.064,0,2024,11,05/11/2024,0.86,1,ambas
SUPE,2024 - II,339,23.3,0.177,0,2024,11,08/11/2024,0.98,,ambas
SUPE,2024 - II,1619,15,0.069,0.041,2024,11,10/11/2024,0.63,,ambas
SUPE,2024 - II,1400,20.5,0.251,0.008,2024,11,11/11/2024,0.71,0.63,ambas
