PLANTA,TEMPORADA,F. BATCH,%SP+PNIR
CALLAO,2021 - II,08/12/2021,83 %
CALLAO,2021 - II,09/12/2021,99 %
CALLAO,2021 - II,10/12/2021,100 %
CALLAO,2021 - II,11/12/2021,79 %
CALLAO,2021 - II,12/12/2021,4 %
CALLAO,2021 - II,13/12/2021,88 %
CALLAO,2021 - II,14/12/2021,84 %
CALLAO,2021 - II,15/12/2021,79 %
CALLAO,2021 - II,16/12/2021,97 %
CALLAO,2021 - II,17/12/2021,78 %
CALLAO,2021 - II,18/12/2021,88 %
CALLAO,2021 - II,19/12/2021,100 %
CALLAO,2021 - II,20/12/2021,54 %
CALLAO,2021 - II,21/12/2021,67 %
CALLAO,2021 - II,22/12/2021,100 %
CALLAO,2021 - II,23/12/2021,91 %
CALLAO,2021 - II,25/12/2021,48 %
CALLAO,2021 - II,26/12/2021,55 %
CALLAO,2021 - II,27/12/2021,100 %
CALLAO,2021 - II,28/12/2021,62 %
CALLAO,2021 - II,29/12/2021,78 %
CALLAO,2021 - II,31/12/2021,73 %
CALLAO,2021 - II,01/01/2022,49 %
CALLAO,2021 - II,02/01/2022,66 %
CALLAO,2021 - II,03/01/2022,0 %
CALLAO,2022 - I,04/05/2022,63 %
CALLAO,2022 - I,05/05/2022,72 %
CALLAO,2022 - I,06/05/2022,86 %
CALLAO,2022 - I,07/05/2022,72 %
CALLAO,2022 - I,08/05/2022,49 %
CALLAO,2022 - I,09/05/2022,83 %
CALLAO,2022 - I,10/05/2022,42 %
CALLAO,2022 - I,11/05/2022,57 %
CALLAO,2022 - I,12/05/2022,3 %
CALLAO,2022 - I,18/05/2022,12 %
CALLAO,2022 - I,19/05/2022,59 %
CALLAO,2022 - I,20/05/2022,0 %
CALLAO,2022 - I,21/05/2022,100 %
CALLAO,2022 - I,22/05/2022,46 %
CALLAO,2022 - I,23/05/2022,18 %
CALLAO,2022 - I,24/05/2022,0 %
CALLAO,2022 - I,25/05/2022,0 %
CALLAO,2022 - I,26/05/2022,0 %
CALLAO,2022 - I,27/05/2022,0 %
CALLAO,2022 - I,28/05/2022,40 %
CALLAO,2022 - I,29/05/2022,25 %
CALLAO,2022 - I,30/05/2022,65 %
CALLAO,2022 - I,31/05/2022,57 %
CALLAO,2022 - I,01/06/2022,71 %
CALLAO,2022 - I,02/06/2022,52 %
CALLAO,2022 - I,09/06/2022,45 %
CALLAO,2022 - I,10/06/2022,78 %
CALLAO,2022 - I,11/06/2022,81 %
CALLAO,2022 - I,12/06/2022,92 %
CALLAO,2022 - I,13/06/2022,78 %
CALLAO,2022 - I,14/06/2022,41 %
CALLAO,2022 - I,16/06/2022,2 %
CALLAO,2022 - I,20/06/2022,89 %
CALLAO,2022 - I,21/06/2022,75 %
CALLAO,2022 - I,22/06/2022,85 %
CALLAO,2022 - I,01/07/2022,100 %
CALLAO,2022 - I,02/07/2022,79 %
CALLAO,2022 - I,03/07/2022,66 %
CALLAO,2022 - I,04/07/2022,91 %
CALLAO,2022 - I,05/07/2022,54 %
CALLAO,2022 - I,12/07/2022,54 %
CALLAO,2022 - I,13/07/2022,58 %
CALLAO,2022 - I,14/07/2022,83 %
CALLAO,2022 - I,19/07/2022,68 %
CALLAO,2022 - I,20/07/2022,50 %
CALLAO,2022 - I,21/07/2022,87 %
CALLAO,2022 - I,22/07/2022,86 %
CALLAO,2022 - I,23/07/2022,83 %
CALLAO,2022 - II,23/11/2022,100 %
CALLAO,2022 - II,24/11/2022,66 %
CALLAO,2022 - II,25/11/2022,100 %
CALLAO,2022 - II,26/11/2022,71 %
CALLAO,2022 - II,27/11/2022,37 %
CALLAO,2022 - II,28/11/2022,54 %
CALLAO,2022 - II,29/11/2022,60 %
CALLAO,2022 - II,30/11/2022,50 %
CALLAO,2022 - II,01/12/2022,100 %
CALLAO,2022 - II,02/12/2022,83 %
CALLAO,2022 - II,03/12/2022,63 %
CALLAO,2022 - II,04/12/2022,74 %
CALLAO,2022 - II,05/12/2022,51 %
CALLAO,2022 - II,06/12/2022,43 %
CALLAO,2022 - II,07/12/2022,0 %
CALLAO,2022 - II,10/12/2022,2 %
CALLAO,2022 - II,11/12/2022,96 %
CALLAO,2022 - II,13/12/2022,88 %
CALLAO,2022 - II,14/12/2022,45 %
CALLAO,2022 - II,15/12/2022,43 %
CALLAO,2022 - II,16/12/2022,40 %
CALLAO,2022 - II,17/12/2022,96 %
CALLAO,2022 - II,18/12/2022,0 %
CALLAO,2022 - II,19/12/2022,0 %
CALLAO,2022 - II,20/12/2022,70 %
CALLAO,2022 - II,21/12/2022,59 %
CALLAO,2022 - II,22/12/2022,9 %
CALLAO,2022 - II,26/12/2022,25 %
CALLAO,2022 - II,27/12/2022,78 %
CALLAO,2022 - II,28/12/2022,71 %
CALLAO,2022 - II,29/12/2022,0 %
CALLAO,2022 - II,30/12/2022,0 %
CALLAO,2022 - II,31/12/2022,0 %
CALLAO,2022 - II,01/01/2023,0 %
CALLAO,2022 - II,02/01/2023,56 %
CALLAO,2022 - II,03/01/2023,89 %
CALLAO,2022 - II,04/01/2023,44 %
CALLAO,2022 - II,06/01/2023,25 %
CALLAO,2022 - II,07/01/2023,0 %
CALLAO,2022 - II,08/01/2023,75 %
CALLAO,2022 - II,09/01/2023,84 %
CALLAO,2022 - II,10/01/2023,64 %
CALLAO,2022 - II,14/01/2023,4 %
CALLAO,2022 - II,15/01/2023,72 %
CALLAO,2022 - II,16/01/2023,0 %
CALLAO,2022 - II,17/01/2023,0 %
CALLAO,2022 - II,18/01/2023,0 %
CALLAO,2022 - II,19/01/2023,0 %
CALLAO,2022 - II,21/01/2023,0 %
CALLAO,2022 - II,22/01/2023,34 %
CALLAO,2022 - II,23/01/2023,0 %
CALLAO,2022 - II,24/01/2023,5 %
CALLAO,2022 - II,25/01/2023,56 %
CALLAO,2022 - II,27/01/2023,67 %
CALLAO,2022 - II,28/01/2023,0 %
CALLAO,2022 - II,29/01/2023,0 %
CALLAO,2022 - II,30/01/2023,63 %
CALLAO,2022 - II,31/01/2023,0 %
CALLAO,2022 - II,01/02/2023,74 %
CALLAO,2023 - I,03/06/2023,16 %
CALLAO,2023 - I,04/06/2023,0 %
CALLAO,2023 - I,05/08/2023,0 %
CALLAO,2023 - II,21/10/2023,35 %
CALLAO,2023 - II,23/10/2023,38 %
CALLAO,2023 - II,24/10/2023,5 %
CALLAO,2023 - II,25/10/2023,0 %
CALLAO,2023 - II,26/10/2023,80 %
CALLAO,2023 - II,27/10/2023,84 %
CALLAO,2023 - II,28/10/2023,52 %
CALLAO,2023 - II,29/10/2023,66 %
CALLAO,2023 - II,31/10/2023,82 %
CALLAO,2023 - II,01/11/2023,36 %
CALLAO,2023 - II,02/11/2023,29 %
CALLAO,2023 - II,03/11/2023,0 %
CALLAO,2023 - II,04/11/2023,13 %
CALLAO,2023 - II,05/11/2023,18 %
CALLAO,2023 - II,06/11/2023,54 %
CALLAO,2023 - II,07/11/2023,47 %
CALLAO,2023 - II,08/11/2023,46 %
CALLAO,2023 - II,09/11/2023,0 %
CALLAO,2023 - II,11/11/2023,6 %
CALLAO,2023 - II,12/11/2023,41 %
CALLAO,2023 - II,13/11/2023,0 %
CALLAO,2023 - II,14/11/2023,15 %
CALLAO,2023 - II,15/11/2023,46 %
CALLAO,2023 - II,16/11/2023,9 %
CALLAO,2023 - II,17/11/2023,54 %
CALLAO,2023 - II,19/11/2023,63 %
CALLAO,2023 - II,20/11/2023,41 %
CALLAO,2023 - II,21/11/2023,75 %
CALLAO,2023 - II,22/11/2023,68 %
CALLAO,2023 - II,23/11/2023,10 %
CALLAO,2023 - II,24/11/2023,16 %
CALLAO,2023 - II,25/11/2023,67 %
CALLAO,2023 - II,26/11/2023,41 %
CALLAO,2023 - II,27/11/2023,27 %
CALLAO,2023 - II,28/11/2023,43 %
CALLAO,2023 - II,29/11/2023,21 %
CALLAO,2023 - II,30/11/2023,16 %
CALLAO,2023 - II,01/12/2023,72 %
CALLAO,2023 - II,03/12/2023,79 %
CALLAO,2023 - II,04/12/2023,66 %
CALLAO,2023 - II,05/12/2023,33 %
CALLAO,2023 - II,06/12/2023,28 %
CALLAO,2023 - II,10/12/2023,57 %
CALLAO,2023 - II,11/12/2023,0 %
CALLAO,2023 - II,17/12/2023,0 %
CALLAO,2023 - II,18/12/2023,0 %
CALLAO,2023 - II,19/12/2023,0 %
CALLAO,2023 - II,29/12/2023,90 %
CALLAO,2023 - II,30/12/2023,96 %
CALLAO,2023 - II,31/12/2023,58 %
CALLAO,2023 - II,01/01/2024,8 %
CALLAO,2023 - II,02/01/2024,0 %
CALLAO,2023 - II,03/01/2024,0 %
CALLAO,2023 - II,05/01/2024,0 %
CALLAO,2023 - II,06/01/2024,0 %
CALLAO,2023 - II,07/01/2024,0 %
CALLAO,2023 - II,08/01/2024,32 %
CALLAO,2023 - II,09/01/2024,59 %
CALLAO,2023 - II,10/01/2024,10 %
CALLAO,2023 - II,11/01/2024,17 %
CALLAO,2023 - II,12/01/2024,0 %
CALLAO,2024 - I,16/04/2024,0 %
CALLAO,2024 - I,17/04/2024,0 %
CALLAO,2024 - I,18/04/2024,0 %
CALLAO,2024 - I,20/04/2024,16 %
CALLAO,2024 - I,21/04/2024,4 %
CALLAO,2024 - I,22/04/2024,9 %
CALLAO,2024 - I,23/04/2024,49 %
CALLAO,2024 - I,24/04/2024,46 %
CALLAO,2024 - I,25/04/2024,24 %
CALLAO,2024 - I,26/04/2024,0 %
CALLAO,2024 - I,27/04/2024,3 %
CALLAO,2024 - I,28/04/2024,67 %
CALLAO,2024 - I,29/04/2024,0 %
CALLAO,2024 - I,30/04/2024,35 %
CALLAO,2024 - I,01/05/2024,62 %
CALLAO,2024 - I,02/05/2024,0 %
CALLAO,2024 - I,03/05/2024,0 %
CALLAO,2024 - I,06/05/2024,9 %
CALLAO,2024 - I,07/05/2024,0 %
CALLAO,2024 - I,08/05/2024,0 %
CALLAO,2024 - I,09/05/2024,0 %
CALLAO,2024 - I,10/05/2024,10 %
CALLAO,2024 - I,11/05/2024,66 %
CALLAO,2024 - I,12/05/2024,23 %
CALLAO,2024 - I,13/05/2024,0 %
CALLAO,2024 - I,14/05/2024,0 %
CALLAO,2024 - I,15/05/2024,52 %
CALLAO,2024 - I,17/05/2024,0 %
CALLAO,2024 - I,18/05/2024,67 %
CALLAO,2024 - I,25/05/2024,55 %
CALLAO,2024 - I,26/05/2024,0 %
CALLAO,2024 - I,30/05/2024,0 %
CALLAO,2024 - I,31/05/2024,0 %
CALLAO,2024 - I,01/06/2024,64 %
CALLAO,2024 - I,02/06/2024,60 %
CALLAO,2024 - I,03/06/2024,0 %
CALLAO,2024 - II,01/11/2024,82 %
CALLAO,2024 - II,02/11/2024,87 %
CALLAO,2024 - II,03/11/2024,78 %
CALLAO,2024 - II,04/11/2024,91 %
CALLAO,2024 - II,05/11/2024,98 %
CALLAO,2024 - II,06/11/2024,58 %
CALLAO,2024 - II,07/11/2024,85 %
CALLAO,2024 - II,08/11/2024,73 %
CALLAO,2024 - II,09/11/2024,95 %
CALLAO,2024 - II,10/11/2024,65 %
CALLAO,2024 - II,11/11/2024,100 %
CALLAO,2024 - II,14/11/2024,80 %
CALLAO,2024 - II,15/11/2024,70 %
CALLAO,2024 - II,16/11/2024,92 %
CALLAO,2024 - II,17/11/2024,89 %
CALLAO,2024 - II,18/11/2024,43 %
CALLAO,2024 - II,19/11/2024,52 %
CALLAO,2024 - II,20/11/2024,85 %
CALLAO,2024 - II,21/11/2024,0 %
CALLAO,2024 - II,22/11/2024,14 %
CALLAO,2024 - II,23/11/2024,11 %
CALLAO,2024 - II,25/11/2024,24 %
CALLAO,2024 - II,26/11/2024,75 %
CALLAO,2024 - II,27/11/2024,58 %
CALLAO,2024 - II,28/11/2024,48 %
CALLAO,2024 - II,29/11/2024,7 %
CALLAO,2024 - II,30/11/2024,63 %
CALLAO,2024 - II,01/12/2024,33 %
CALLAO,2024 - II,02/12/2024,39 %
CALLAO,2024 - II,03/12/2024,0 %
CALLAO,2024 - II,05/12/2024,0 %
CALLAO,2024 - II,06/12/2024,92 %
CALLAO,2024 - II,07/12/2024,97 %
CALLAO,2024 - II,08/12/2024,78 %
CALLAO,2024 - II,09/12/2024,93 %
CALLAO,2024 - II,10/12/2024,37 %
CALLAO,2024 - II,11/12/2024,82 %
CALLAO,2024 - II,12/12/2024,80 %
CALLAO,2024 - II,16/12/2024,39 %
CALLAO,2024 - II,17/12/2024,60 %
CALLAO,2024 - II,18/12/2024,71 %
CALLAO,2024 - II,19/12/2024,65 %
CALLAO,2024 - II,20/12/2024,49 %
CALLAO,2024 - II,21/12/2024,57 %
CALLAO,2024 - II,22/12/2024,29 %
CALLAO,2024 - II,23/12/2024,72 %
CALLAO,2024 - II,27/12/2024,19 %
CALLAO,2024 - II,30/12/2024,24 %
CALLAO,2024 - II,31/12/2024,63 %
CALLAO,2024 - II,01/01/2025,56 %
CALLAO,2024 - II,02/01/2025,24 %
CALLAO,2024 - II,03/01/2025,75 %
CALLAO,2024 - II,04/01/2025,80 %
CALLAO,2024 - II,05/01/2025,81 %
CALLAO,2024 - II,18/01/2025,74 %
CALLAO,2024 - II,19/01/2025,54 %
CALLAO,2024 - II,20/01/2025,32 %
PISCO SUR,2021 - I,26/04/2021,74 %
PISCO SUR,2021 - I,27/04/2021,34 %
PISCO SUR,2021 - I,28/04/2021,39 %
PISCO SUR,2021 - I,29/04/2021,12 %
PISCO SUR,2021 - I,30/04/2021,6 %
PISCO SUR,2021 - I,01/05/2021,0 %
PISCO SUR,2021 - I,02/05/2021,0 %
PISCO SUR,2021 - I,03/05/2021,0 %
PISCO SUR,2021 - I,05/05/2021,0 %
PISCO SUR,2021 - I,06/05/2021,25 %
PISCO SUR,2021 - I,07/05/2021,7 %
PISCO SUR,2021 - I,09/05/2021,32 %
PISCO SUR,2021 - I,10/05/2021,69 %
PISCO SUR,2021 - I,12/05/2021,65 %
PISCO SUR,2021 - I,13/05/2021,72 %
PISCO SUR,2021 - I,14/05/2021,49 %
PISCO SUR,2021 - I,16/05/2021,38 %
PISCO SUR,2021 - I,27/05/2021,100 %
PISCO SUR,2021 - I,05/06/2021,96 %
PISCO SUR,2021 - I,06/06/2021,50 %
PISCO SUR,2021 - I,07/06/2021,53 %
PISCO SUR,2021 - I,08/06/2021,36 %
PISCO SUR,2021 - I,09/06/2021,61 %
PISCO SUR,2021 - I,14/06/2021,93 %
PISCO SUR,2021 - II,15/11/2021,38 %
PISCO SUR,2021 - II,16/11/2021,56 %
PISCO SUR,2021 - II,17/11/2021,46 %
PISCO SUR,2021 - II,18/11/2021,43 %
PISCO SUR,2021 - II,19/11/2021,72 %
PISCO SUR,2021 - II,20/11/2021,18 %
PISCO SUR,2021 - II,21/11/2021,17 %
PISCO SUR,2021 - II,29/11/2021,53 %
PISCO SUR,2021 - II,30/11/2021,63 %
PISCO SUR,2021 - II,06/12/2021,69 %
PISCO SUR,2021 - II,07/12/2021,95 %
PISCO SUR,2021 - II,08/12/2021,29 %
PISCO SUR,2021 - II,09/12/2021,9 %
PISCO SUR,2021 - II,10/12/2021,78 %
PISCO SUR,2021 - II,11/12/2021,11 %
PISCO SUR,2021 - II,12/12/2021,5 %
PISCO SUR,2021 - II,13/12/2021,71 %
PISCO SUR,2021 - II,14/12/2021,96 %
PISCO SUR,2021 - II,15/12/2021,92 %
PISCO SUR,2021 - II,16/12/2021,44 %
PISCO SUR,2021 - II,17/12/2021,77 %
PISCO SUR,2021 - II,18/12/2021,48 %
PISCO SUR,2021 - II,19/12/2021,52 %
PISCO SUR,2021 - II,20/12/2021,13 %
PISCO SUR,2021 - II,21/12/2021,51 %
PISCO SUR,2021 - II,22/12/2021,75 %
PISCO SUR,2021 - II,23/12/2021,32 %
PISCO SUR,2021 - II,25/12/2021,33 %
PISCO SUR,2021 - II,26/12/2021,0 %
PISCO SUR,2021 - II,27/12/2021,8 %
PISCO SUR,2022 - I,04/05/2022,100 %
PISCO SUR,2022 - I,05/05/2022,33 %
PISCO SUR,2022 - I,06/05/2022,62 %
PISCO SUR,2022 - I,07/05/2022,17 %
PISCO SUR,2022 - I,08/05/2022,0 %
PISCO SUR,2022 - I,10/05/2022,67 %
PISCO SUR,2022 - I,11/05/2022,4 %
PISCO SUR,2022 - I,12/05/2022,10 %
PISCO SUR,2022 - I,13/05/2022,23 %
PISCO SUR,2022 - I,14/05/2022,0 %
PISCO SUR,2022 - I,15/05/2022,0 %
PISCO SUR,2022 - I,16/05/2022,28 %
PISCO SUR,2022 - I,17/05/2022,6 %
PISCO SUR,2022 - I,18/05/2022,0 %
PISCO SUR,2022 - I,19/05/2022,0 %
PISCO SUR,2022 - I,20/05/2022,0 %
PISCO SUR,2022 - I,21/05/2022,0 %
PISCO SUR,2022 - I,22/05/2022,0 %
PISCO SUR,2022 - I,23/05/2022,10 %
PISCO SUR,2022 - I,24/05/2022,24 %
PISCO SUR,2022 - I,25/05/2022,2 %
PISCO SUR,2022 - I,26/05/2022,0 %
PISCO SUR,2022 - I,27/05/2022,0 %
PISCO SUR,2022 - I,28/05/2022,0 %
PISCO SUR,2022 - I,29/05/2022,0 %
PISCO SUR,2022 - I,30/05/2022,0 %
PISCO SUR,2022 - I,31/05/2022,0 %
PISCO SUR,2022 - I,01/06/2022,9 %
PISCO SUR,2022 - I,02/06/2022,0 %
PISCO SUR,2022 - I,07/06/2022,12 %
PISCO SUR,2022 - I,08/06/2022,33 %
PISCO SUR,2022 - II,23/11/2022,78 %
PISCO SUR,2022 - II,25/11/2022,54 %
PISCO SUR,2022 - II,26/11/2022,41 %
PISCO SUR,2022 - II,27/11/2022,43 %
PISCO SUR,2022 - II,30/11/2022,21 %
PISCO SUR,2022 - II,07/12/2022,50 %
PISCO SUR,2022 - II,08/12/2022,51 %
PISCO SUR,2022 - II,09/12/2022,0 %
PISCO SUR,2022 - II,12/12/2022,74 %
PISCO SUR,2022 - II,15/12/2022,0 %
PISCO SUR,2022 - II,16/12/2022,23 %
PISCO SUR,2022 - II,17/12/2022,70 %
PISCO SUR,2022 - II,18/12/2022,43 %
PISCO SUR,2022 - II,19/12/2022,100 %
PISCO SUR,2022 - II,20/12/2022,69 %
PISCO SUR,2022 - II,02/01/2023,81 %
PISCO SUR,2022 - II,04/01/2023,100 %
PISCO SUR,2022 - II,05/01/2023,100 %
PISCO SUR,2022 - II,06/01/2023,29 %
PISCO SUR,2022 - II,07/01/2023,6 %
PISCO SUR,2022 - II,08/01/2023,0 %
PISCO SUR,2022 - II,09/01/2023,0 %
PISCO SUR,2022 - II,11/01/2023,29 %
PISCO SUR,2022 - II,12/01/2023,54 %
PISCO SUR,2022 - II,13/01/2023,17 %
PISCO SUR,2022 - II,14/01/2023,0 %
PISCO SUR,2022 - II,15/01/2023,0 %
PISCO SUR,2022 - II,16/01/2023,31 %
PISCO SUR,2023 - II,02/11/2023,25 %
PISCO SUR,2023 - II,04/11/2023,51 %
PISCO SUR,2023 - II,09/11/2023,10 %
PISCO SUR,2023 - II,16/11/2023,0 %
PISCO SUR,2023 - II,22/11/2023,21 %
PISCO SUR,2023 - II,28/11/2023,4 %
PISCO SUR,2023 - II,29/11/2023,0 %
PISCO SUR,2023 - II,30/11/2023,0 %
PISCO SUR,2023 - II,05/12/2023,40 %
PISCO SUR,2023 - II,11/12/2023,12 %
PISCO SUR,2023 - II,12/12/2023,24 %
PISCO SUR,2023 - II,16/12/2023,54 %
PISCO SUR,2023 - II,17/12/2023,28 %
PISCO SUR,2023 - II,18/12/2023,0 %
PISCO SUR,2023 - II,29/12/2023,37 %
PISCO SUR,2023 - II,30/12/2023,67 %
PISCO SUR,2023 - II,31/12/2023,65 %
PISCO SUR,2023 - II,04/01/2024,27 %
PISCO SUR,2023 - II,09/01/2024,0 %
PISCO SUR,2023 - II,10/01/2024,54 %
PISCO SUR,2023 - II,11/01/2024,66 %
PISCO SUR,2024 - I,18/04/2024,39 %
PISCO SUR,2024 - I,19/04/2024,0 %
PISCO SUR,2024 - I,20/04/2024,0 %
PISCO SUR,2024 - I,21/04/2024,29 %
PISCO SUR,2024 - I,22/04/2024,0 %
PISCO SUR,2024 - I,26/04/2024,11 %
PISCO SUR,2024 - I,27/04/2024,0 %
PISCO SUR,2024 - I,28/04/2024,27 %
PISCO SUR,2024 - I,29/04/2024,0 %
PISCO SUR,2024 - I,30/04/2024,0 %
PISCO SUR,2024 - I,01/05/2024,8 %
PISCO SUR,2024 - I,02/05/2024,14 %
PISCO SUR,2024 - I,03/05/2024,0 %
PISCO SUR,2024 - I,04/05/2024,0 %
PISCO SUR,2024 - I,07/05/2024,0 %
PISCO SUR,2024 - I,08/05/2024,0 %
PISCO SUR,2024 - I,09/05/2024,0 %
PISCO SUR,2024 - I,10/05/2024,16 %
PISCO SUR,2024 - I,11/05/2024,0 %
PISCO SUR,2024 - I,16/05/2024,0 %
PISCO SUR,2024 - I,17/05/2024,0 %
PISCO SUR,2024 - II,01/11/2024,100 %
PISCO SUR,2024 - II,02/11/2024,89 %
PISCO SUR,2024 - II,03/11/2024,83 %
PISCO SUR,2024 - II,04/11/2024,61 %
PISCO SUR,2024 - II,12/11/2024,74 %
PISCO SUR,2024 - II,13/11/2024,99 %
PISCO SUR,2024 - II,17/11/2024,40 %
PISCO SUR,2024 - II,20/11/2024,14 %
PISCO SUR,2024 - II,21/11/2024,21 %
PISCO SUR,2024 - II,22/11/2024,86 %
PISCO SUR,2024 - II,23/11/2024,74 %
PISCO SUR,2024 - II,24/11/2024,38 %
PISCO SUR,2024 - II,25/11/2024,96 %
PISCO SUR,2024 - II,27/11/2024,61 %
PISCO SUR,2024 - II,28/11/2024,51 %
PISCO SUR,2024 - II,29/11/2024,68 %
PISCO SUR,2024 - II,30/11/2024,63 %
PISCO SUR,2024 - II,01/12/2024,32 %
PISCO SUR,2024 - II,02/12/2024,24 %
PISCO SUR,2024 - II,03/12/2024,5 %
PISCO SUR,2024 - II,04/12/2024,51 %
PISCO SUR,2024 - II,05/12/2024,53 %
PISCO SUR,2024 - II,06/12/2024,8 %
PISCO SUR,2024 - II,13/12/2024,0 %
PISCO SUR,2024 - II,02/01/2025,67 %
PISCO SUR,2024 - II,03/01/2025,89 %
PISCO SUR,2024 - II,04/01/2025,65 %
PISCO SUR,2024 - II,19/01/2025,6 %
PISCO SUR,2024 - II,20/01/2025,0 %
PISCO SUR,2024 - II,21/01/2025,21 %
PISCO SUR,2024 - II,22/01/2025,0 %
Total,,,49 %
,,,
"Filtros aplicados: 
ZONA es CN
REPRO es (En blanco)
TEMPORADA no es (En blanco), 2019 - II, 2020 - I o 2020 - II",,,
