PLANTA,TEMPORADA,Fecha_Batch,DESCARG,TDC_POND,JUVX2,Munida_pond
Vegueta,2022 - I,14/07/22,"1,436",15.0,38.9 %,0.0
Vegueta,2022 - I,23/07/22,932,9.6,79.4 %,3.3
Vegueta,2022 - II,23/11/22,"2,083",13.7,31.1 %,0.0
Vegueta,2022 - II,24/11/22,"1,123",17.8,23.0 %,0.7
Vegueta,2022 - II,27/11/22,260,3.7,48.1 %,0.4
Vegueta,2022 - II,28/11/22,"2,916",20.6,36.9 %,0.9
Vegueta,2022 - II,30/11/22,"1,322",14.4,3.3 %,0.3
Vegueta,2022 - II,1/12/22,616,12.3,12.2 %,2.3
Vegueta,2022 - II,2/12/22,810,12.8,13.0 %,3.2
Vegueta,2022 - II,4/12/22,"1,430",9.3,59.6 %,11.7
Vegueta,2022 - II,7/12/22,850,24.7,4.5 %,0.0
Vegueta,2022 - II,8/12/22,49,4.0,10.6 %,2.0
Vegueta,2022 - II,9/12/22,"1,122",12.3,58.0 %,0.9
Vegueta,2022 - II,10/12/22,869,7.2,40.6 %,0.9
Vegueta,2022 - II,11/12/22,426,6.1,60.0 %,4.3
Vegueta,2022 - II,12/12/22,739,27.1,55.4 %,0.5
Vegueta,2022 - II,13/12/22,"1,098",11.6,10.8 %,0.8
Vegueta,2022 - II,14/12/22,"2,605",14.4,3.2 %,0.0
Vegueta,2022 - II,15/12/22,"1,078",14.2,4.3 %,0.0
Vegueta,2022 - II,16/12/22,"1,178",17.6,2.7 %,0.2
Vegueta,2022 - II,18/12/22,"2,826",21.0,0.3 %,0.0
Vegueta,2022 - II,19/12/22,"1,860",25.2,0.4 %,0.0
Vegueta,2022 - II,20/12/22,349,11.1,35.8 %,0.1
Vegueta,2022 - II,21/12/22,"2,517",11.1,53.4 %,2.6
Vegueta,2022 - II,29/12/22,"1,156",14.5,2.3 %,1.1
Vegueta,2022 - II,30/12/22,440,10.1,0.0 %,0.3
Vegueta,2022 - II,3/01/23,"1,371",6.2,32.5 %,1.6
Vegueta,2022 - II,4/01/23,253,9.2,71.7 %,7.9
Vegueta,2022 - II,7/01/23,440,9.8,10.8 %,4.8
Vegueta,2022 - II,10/01/23,89,5.9,67.5 %,1.0
Vegueta,2022 - II,14/01/23,683,13.0,47.0 %,9.2
Vegueta,2023 - I,7/08/23,"1,058",24.0,83.0 %,0.5
Vegueta,2023 - I,8/08/23,676,38.7,66.0 %,0.0
Vegueta,2023 - I,9/08/23,282,7.4,83.9 %,0.8
Vegueta,2023 - I,10/08/23,272,8.6,74.8 %,1.9
Vegueta,2023 - II,21/10/23,"2,723",12.2,65.3 %,0.0
Vegueta,2023 - II,22/10/23,"2,032",12.9,40.5 %,0.0
Vegueta,2023 - II,23/10/23,903,10.9,72.9 %,0.0
Vegueta,2023 - II,24/10/23,858,12.1,75.6 %,0.0
Vegueta,2023 - II,25/10/23,839,12.0,58.5 %,0.0
Vegueta,2023 - II,26/10/23,"1,281",12.9,48.2 %,0.0
Vegueta,2023 - II,27/10/23,965,13.4,0.0 %,0.0
Vegueta,2023 - II,28/10/23,872,36.3,23.4 %,0.0
Vegueta,2023 - II,31/10/23,"2,426",12.3,57.0 %,0.0
Vegueta,2023 - II,1/11/23,"2,538",20.3,71.9 %,0.0
Vegueta,2023 - II,2/11/23,988,14.2,32.3 %,0.0
Vegueta,2023 - II,3/11/23,"1,552",15.4,24.9 %,0.0
Vegueta,2023 - II,4/11/23,"1,758",12.8,41.7 %,0.0
Vegueta,2023 - II,5/11/23,"2,640",17.3,67.5 %,6.2
Vegueta,2023 - II,6/11/23,"1,956",15.6,44.3 %,0.0
Vegueta,2023 - II,7/11/23,"1,345",15.7,50.6 %,0.0
Vegueta,2023 - II,8/11/23,"2,307",16.7,32.0 %,0.0
Vegueta,2023 - II,9/11/23,"1,242",15.3,18.2 %,0.0
Vegueta,2023 - II,10/11/23,"1,635",11.3,61.2 %,0.3
Vegueta,2023 - II,12/11/23,"2,015",13.9,36.2 %,0.0
Vegueta,2023 - II,13/11/23,"2,242",18.5,35.6 %,0.0
Vegueta,2023 - II,19/11/23,945,10.4,26.0 %,0.0
Vegueta,2023 - II,20/11/23,400,12.0,41.5 %,0.0
Vegueta,2023 - II,21/11/23,"2,109",21.4,31.0 %,0.0
Vegueta,2023 - II,22/11/23,"1,514",14.6,28.4 %,0.0
Vegueta,2023 - II,23/11/23,973,16.9,21.0 %,0.0
Vegueta,2023 - II,26/11/23,"1,159",11.0,36.1 %,0.0
Vegueta,2023 - II,3/12/23,405,19.2,32.8 %,0.0
Vegueta,2023 - II,7/12/23,416,10.3,16.8 %,0.0
Vegueta,2023 - II,8/12/23,705,9.0,2.3 %,0.0
Vegueta,2023 - II,9/12/23,377,6.6,0.3 %,0.0
Vegueta,2023 - II,10/12/23,227,11.8,9.7 %,0.0
Vegueta,2023 - II,11/12/23,156,6.7,1.6 %,0.2
Vegueta,2024 - I,16/04/24,249,9.7,25.3 %,1.1
Vegueta,2024 - I,17/04/24,"2,187",21.2,49.6 %,1.9
Vegueta,2024 - I,18/04/24,"1,678",14.4,52.4 %,0.1
Vegueta,2024 - I,19/04/24,"2,416",17.0,42.0 %,0.0
Vegueta,2024 - I,20/04/24,"1,991",12.3,44.3 %,1.0
Vegueta,2024 - I,21/04/24,"2,043",19.1,84.9 %,0.0
Vegueta,2024 - I,22/04/24,"2,243",23.4,84.4 %,0.1
Vegueta,2024 - I,24/04/24,627,12.2,55.4 %,2.9
Vegueta,2024 - I,25/04/24,"2,037",11.3,25.9 %,0.0
Vegueta,2024 - I,26/04/24,"2,332",23.8,61.4 %,4.2
Vegueta,2024 - I,27/04/24,"1,438",9.0,23.5 %,0.0
Vegueta,2024 - I,28/04/24,"1,386",10.8,58.7 %,4.4
Vegueta,2024 - I,29/04/24,"2,058",11.3,46.8 %,1.7
Vegueta,2024 - I,30/04/24,"2,302",13.8,38.4 %,0.6
Vegueta,2024 - I,1/05/24,"2,483",15.2,65.9 %,3.5
Vegueta,2024 - I,2/05/24,"2,446",11.9,31.0 %,0.1
Vegueta,2024 - I,3/05/24,"2,571",14.3,76.4 %,3.2
Vegueta,2024 - I,4/05/24,625,8.0,63.9 %,1.1
Vegueta,2024 - I,5/05/24,"2,259",16.7,46.6 %,6.8
Vegueta,2024 - I,6/05/24,700,9.8,21.7 %,0.5
Vegueta,2024 - I,7/05/24,"1,351",14.7,32.0 %,0.9
Vegueta,2024 - I,8/05/24,"1,999",17.4,30.7 %,0.7
Vegueta,2024 - I,9/05/24,"1,574",13.4,10.5 %,0.0
Vegueta,2024 - I,10/05/24,"2,363",12.6,3.0 %,0.0
Vegueta,2024 - I,11/05/24,233,6.4,7.8 %,0.0
Vegueta,2024 - I,12/05/24,"1,987",13.2,72.3 %,6.6
Vegueta,2024 - I,13/05/24,"1,483",13.4,44.2 %,3.3
Vegueta,2024 - I,14/05/24,"1,517",11.2,52.6 %,5.0
Vegueta,2024 - I,15/05/24,"1,173",10.3,14.8 %,2.4
Vegueta,2024 - I,16/05/24,788,12.1,28.3 %,0.0
Vegueta,2024 - I,17/05/24,486,8.1,22.1 %,0.2
Vegueta,2024 - I,18/05/24,827,8.0,17.0 %,0.2
Vegueta,2024 - I,19/05/24,"1,179",12.4,4.0 %,0.0
Vegueta,2024 - I,20/05/24,491,10.1,2.8 %,0.0
Vegueta,2024 - I,21/05/24,"1,399",13.7,4.7 %,0.1
Vegueta,2024 - I,22/05/24,"1,129",12.4,23.7 %,1.5
Vegueta,2024 - I,23/05/24,"2,265",13.1,24.4 %,0.4
Vegueta,2024 - I,24/05/24,971,11.4,10.4 %,0.1
Vegueta,2024 - I,25/05/24,"1,814",8.9,20.0 %,2.0
Vegueta,2024 - I,26/05/24,"1,038",12.0,52.3 %,21.5
Vegueta,2024 - I,27/05/24,738,10.7,64.2 %,18.0
Vegueta,2024 - I,28/05/24,747,13.1,14.6 %,0.0
Vegueta,2024 - II,1/11/24,"1,923",12.7,0.1 %,0.4
Vegueta,2024 - II,2/11/24,"1,808",12.9,1.2 %,0.7
Vegueta,2024 - II,3/11/24,"1,849",12.6,1.3 %,4.4
Vegueta,2024 - II,4/11/24,"1,632",15.7,1.5 %,1.3
Vegueta,2024 - II,5/11/24,492,7.8,0.0 %,0.0
Vegueta,2024 - II,8/11/24,896,9.3,9.2 %,1.5
Vegueta,2024 - II,9/11/24,635,10.6,1.0 %,6.7
Vegueta,2024 - II,11/11/24,"1,797",11.2,2.8 %,0.3
Vegueta,2024 - II,12/11/24,"1,042",10.2,2.4 %,0.0
Vegueta,2024 - II,13/11/24,"1,880",12.8,0.4 %,0.4
Vegueta,2024 - II,14/11/24,"2,827",16.0,1.0 %,0.5
Vegueta,2024 - II,15/11/24,"2,274",21.2,0.7 %,0.1
Vegueta,2024 - II,16/11/24,829,11.0,3.4 %,0.4
Vegueta,2024 - II,17/11/24,916,9.6,1.8 %,2.3
Vegueta,2024 - II,18/11/24,"1,516",12.3,1.4 %,3.4
Vegueta,2024 - II,19/11/24,606,8.9,0.1 %,0.3
Vegueta,2024 - II,20/11/24,444,11.6,2.0 %,1.0
Vegueta,2024 - II,21/11/24,914,11.5,2.8 %,7.0
Vegueta,2024 - II,22/11/24,915,14.9,28.9 %,10.8
Vegueta,2024 - II,23/11/24,"1,560",8.3,11.5 %,1.6
Vegueta,2024 - II,24/11/24,"2,223",10.9,12.3 %,0.9
Vegueta,2024 - II,25/11/24,549,13.3,10.8 %,0.7
Vegueta,2024 - II,28/11/24,191,11.0,28.6 %,1.6
Vegueta,2024 - II,29/11/24,203,11.9,23.6 %,4.0
Vegueta,2024 - II,3/12/24,492,9.6,2.6 %,9.4
Vegueta,2024 - II,4/12/24,984,31.9,6.0 %,8.1
Vegueta,2024 - II,13/12/24,"1,369",32.9,1.5 %,3.9
Vegueta,2024 - II,14/12/24,244,11.2,45.0 %,2.0
Vegueta,2024 - II,15/12/24,812,16.4,16.1 %,4.2
Callao,2019 - II,,"21,919",23.9,1.2 %,0.4
Callao,2020 - I,,"123,244",16.1,19.0 %,1.6
Callao,2020 - II,12/11/20,574,12.8,12.5 %,6.5
Callao,2020 - II,13/11/20,"2,891",13.9,15.6 %,1.9
Callao,2020 - II,14/11/20,"3,484",12.0,9.2 %,4.2
Callao,2020 - II,15/11/20,"3,333",15.1,10.1 %,4.8
Callao,2020 - II,16/11/20,"4,296",15.3,24.7 %,0.9
Callao,2020 - II,17/11/20,396,10.0,19.7 %,7.5
Callao,2020 - II,18/11/20,"1,889",10.2,11.9 %,5.9
Callao,2020 - II,19/11/20,"2,554",19.5,7.2 %,1.2
Callao,2020 - II,20/11/20,"1,124",8.9,3.5 %,0.4
Callao,2020 - II,21/11/20,"1,002",10.0,3.9 %,7.1
Callao,2020 - II,24/11/20,548,16.4,7.2 %,1.2
Callao,2020 - II,25/11/20,"1,632",15.9,5.9 %,2.5
Callao,2020 - II,26/11/20,608,14.1,1.3 %,3.1
Callao,2020 - II,27/11/20,917,28.7,5.8 %,13.1
Callao,2020 - II,3/12/20,"1,080",25.5,4.8 %,1.7
Callao,2020 - II,4/12/20,705,13.7,16.6 %,2.7
Callao,2020 - II,6/12/20,"3,395",15.7,15.5 %,2.9
Callao,2020 - II,7/12/20,"2,312",11.7,2.6 %,4.5
Callao,2020 - II,8/12/20,"3,763",14.5,9.2 %,4.5
Callao,2020 - II,9/12/20,"2,251",10.3,9.5 %,1.2
Callao,2020 - II,10/12/20,"2,929",13.0,21.6 %,1.2
Callao,2020 - II,11/12/20,"1,276",12.6,10.9 %,5.8
Callao,2020 - II,12/12/20,904,8.2,7.1 %,6.6
Callao,2020 - II,13/12/20,351,10.2,14.9 %,5.2
Callao,2020 - II,15/12/20,468,11.3,0.3 %,0.0
Callao,2020 - II,16/12/20,697,12.1,3.2 %,8.4
Callao,2020 - II,17/12/20,"1,097",9.5,3.7 %,0.4
Callao,2020 - II,18/12/20,"2,035",12.3,6.5 %,2.9
Callao,2020 - II,20/12/20,349,8.3,2.9 %,7.5
Callao,2020 - II,21/12/20,"1,209",12.0,4.9 %,0.1
Callao,2020 - II,27/12/20,"2,248",34.9,0.2 %,0.4
Callao,2020 - II,5/01/21,548,8.0,16.3 %,0.1
Callao,2020 - II,14/01/21,244,5.8,1.1 %,3.0
Callao,2020 - II,15/01/21,370,11.6,16.2 %,0.3
Callao,2020 - II,16/01/21,905,10.5,24.7 %,0.3
Callao,2020 - II,17/01/21,276,5.8,3.8 %,0.0
Callao,2020 - II,18/01/21,431,7.5,14.5 %,0.0
Callao,2020 - II,20/01/21,"3,719",20.3,22.0 %,2.0
Callao,2020 - II,21/01/21,852,6.3,60.6 %,0.2
Callao,2020 - II,22/01/21,43,14.6,44.6 %,1.4
Callao,2021 - I,,0,NaN,,NaN
Callao,2021 - I,23/04/21,36,3.7,85.4 %,0.0
Callao,2021 - I,24/04/21,"1,084",11.1,24.7 %,0.0
Callao,2021 - I,25/04/21,"3,563",12.2,54.4 %,0.0
Callao,2021 - I,26/04/21,"1,637",16.7,81.2 %,0.0
Callao,2021 - I,27/04/21,"2,304",17.7,20.1 %,0.4
Callao,2021 - I,28/04/21,"4,071",18.9,19.5 %,1.4
Callao,2021 - I,29/04/21,"4,579",21.5,18.3 %,0.9
Callao,2021 - I,30/04/21,"1,631",21.6,34.7 %,2.3
Callao,2021 - I,1/05/21,"2,780",25.6,12.4 %,0.5
Callao,2021 - I,2/05/21,"3,291",27.6,3.9 %,0.0
Callao,2021 - I,3/05/21,"2,988",27.6,12.3 %,0.0
Callao,2021 - I,4/05/21,"2,348",22.7,34.9 %,0.0
Callao,2021 - I,5/05/21,661,27.6,61.4 %,0.0
Callao,2021 - I,6/05/21,708,23.7,17.8 %,1.9
Callao,2021 - I,10/05/21,677,15.0,4.9 %,0.0
Callao,2021 - I,11/05/21,"4,563",12.6,10.0 %,0.0
Callao,2021 - I,12/05/21,"3,391",17.1,17.2 %,0.0
Callao,2021 - I,13/05/21,"2,993",11.6,19.7 %,0.0
Callao,2021 - I,14/05/21,"3,764",17.6,25.1 %,0.0
Callao,2021 - I,15/05/21,"3,542",13.7,22.4 %,0.0
Callao,2021 - I,16/05/21,"2,214",21.7,16.6 %,0.0
Callao,2021 - I,17/05/21,603,11.5,26.4 %,0.0
Callao,2021 - I,18/05/21,197,8.8,63.2 %,0.1
Callao,2021 - I,19/05/21,163,27.2,41.0 %,0.0
Callao,2021 - I,21/05/21,420,10.7,13.2 %,0.0
Callao,2021 - I,22/05/21,776,12.9,16.5 %,0.0
Callao,2021 - I,23/05/21,832,9.8,26.4 %,0.3
Callao,2021 - I,24/05/21,"4,432",15.5,8.1 %,0.0
Callao,2021 - I,25/05/21,"1,589",12.6,19.6 %,0.0
Callao,2021 - I,26/05/21,25,5.5,35.7 %,6.7
Callao,2021 - I,28/05/21,233,14.5,13.0 %,0.0
Callao,2021 - I,29/05/21,228,12.9,12.6 %,0.0
Callao,2021 - I,30/05/21,602,9.7,7.0 %,0.0
Callao,2021 - I,1/06/21,"2,493",26.8,22.8 %,0.0
Callao,2021 - I,2/06/21,"1,408",8.2,12.4 %,0.0
Callao,2021 - I,3/06/21,"4,087",14.2,27.9 %,0.0
Callao,2021 - I,4/06/21,"3,352",14.0,21.6 %,0.0
Callao,2021 - I,5/06/21,"3,191",13.6,18.1 %,0.0
Callao,2021 - I,6/06/21,"2,325",12.0,9.9 %,0.0
Callao,2021 - I,7/06/21,"1,106",11.6,32.7 %,0.1
Callao,2021 - I,8/06/21,"1,681",12.8,10.3 %,0.0
Callao,2021 - I,9/06/21,"3,718",15.7,25.2 %,0.0
Callao,2021 - I,10/06/21,293,6.5,18.3 %,0.0
Callao,2021 - I,11/06/21,"1,579",12.1,31.3 %,0.0
Callao,2021 - I,12/06/21,490,7.2,26.3 %,0.3
Callao,2021 - I,13/06/21,"1,004",12.2,44.5 %,0.0
Callao,2021 - I,15/06/21,736,7.7,53.5 %,3.4
Callao,2021 - I,19/06/21,798,13.2,64.7 %,2.2
Callao,2021 - I,22/06/21,"1,067",11.2,37.3 %,0.0
Callao,2021 - II,15/11/21,"3,591",16.3,9.1 %,6.7
Callao,2021 - II,16/11/21,"3,197",14.2,12.3 %,2.5
Callao,2021 - II,17/11/21,"3,106",11.3,30.7 %,1.7
Callao,2021 - II,18/11/21,"3,087",14.2,26.7 %,1.7
Callao,2021 - II,19/11/21,"4,304",12.7,14.2 %,0.8
Callao,2021 - II,20/11/21,"2,120",11.9,2.0 %,0.0
Callao,2021 - II,21/11/21,"3,814",13.2,10.6 %,0.3
Callao,2021 - II,22/11/21,"3,144",13.7,5.1 %,0.5
Callao,2021 - II,23/11/21,"1,422",14.6,0.6 %,1.8
Callao,2021 - II,24/11/21,"1,060",26.0,2.7 %,1.0
Callao,2021 - II,27/11/21,"1,078",39.0,0.6 %,0.1
Callao,2021 - II,28/11/21,"4,097",11.8,3.5 %,2.9
Callao,2021 - II,29/11/21,"4,155",11.2,5.7 %,1.9
Callao,2021 - II,30/11/21,"2,163",10.7,1.5 %,0.1
Callao,2021 - II,1/12/21,"3,524",22.0,0.0 %,0.0
Callao,2021 - II,3/12/21,656,28.1,0.0 %,0.0
Callao,2021 - II,4/12/21,"5,109",27.6,0.7 %,0.0
Callao,2021 - II,6/12/21,"4,285",12.8,0.7 %,0.3
Callao,2021 - II,7/12/21,"3,557",10.8,6.4 %,1.7
Callao,2021 - II,8/12/21,"4,120",14.3,21.5 %,1.4
Callao,2021 - II,9/12/21,"3,155",12.0,18.1 %,0.2
Callao,2021 - II,10/12/21,"3,063",18.0,16.7 %,0.1
Callao,2021 - II,11/12/21,"4,138",19.4,17.8 %,0.0
Callao,2021 - II,12/12/21,"1,895",14.8,23.6 %,0.1
Callao,2021 - II,13/12/21,925,40.4,37.7 %,0.0
Callao,2021 - II,14/12/21,"4,119",15.6,15.1 %,0.0
Callao,2021 - II,15/12/21,"2,624",20.9,9.6 %,0.0
Callao,2021 - II,16/12/21,"2,449",20.1,27.8 %,3.7
Callao,2021 - II,17/12/21,"2,003",19.6,9.6 %,0.0
Callao,2021 - II,18/12/21,"3,903",22.8,12.1 %,0.2
Callao,2021 - II,19/12/21,"1,998",21.2,9.9 %,2.4
Callao,2021 - II,20/12/21,"1,624",29.4,17.0 %,1.1
Callao,2021 - II,21/12/21,"3,323",16.9,22.3 %,0.3
Callao,2021 - II,22/12/21,"1,122",16.4,9.3 %,0.3
Callao,2021 - II,23/12/21,"2,596",23.9,20.9 %,0.8
Callao,2021 - II,25/12/21,"2,979",16.0,15.2 %,0.0
Callao,2021 - II,26/12/21,"1,690",11.0,9.7 %,0.0
Callao,2021 - II,27/12/21,633,11.7,14.2 %,2.0
Callao,2021 - II,28/12/21,860,8.4,14.9 %,0.0
Callao,2021 - II,29/12/21,"2,362",13.6,63.0 %,0.1
Callao,2021 - II,31/12/21,"2,826",17.9,14.6 %,0.0
Callao,2021 - II,1/01/22,865,19.3,12.5 %,0.0
Callao,2021 - II,2/01/22,"2,250",31.1,13.4 %,4.8
Callao,2021 - II,3/01/22,249,14.7,0.0 %,0.0
Callao,2022 - I,4/05/22,"2,163",9.6,18.0 %,0.1
Callao,2022 - I,5/05/22,"3,783",13.8,45.3 %,0.1
Callao,2022 - I,6/05/22,"4,006",12.0,39.5 %,0.7
Callao,2022 - I,7/05/22,"4,162",10.6,26.8 %,1.0
Callao,2022 - I,8/05/22,"4,085",14.1,16.0 %,0.2
Callao,2022 - I,9/05/22,"3,028",20.3,8.6 %,1.6
Callao,2022 - I,10/05/22,"3,186",16.5,16.2 %,0.3
Callao,2022 - I,11/05/22,"2,719",12.5,7.9 %,0.0
Callao,2022 - I,12/05/22,"4,896",19.0,28.8 %,2.1
Callao,2022 - I,18/05/22,329,21.4,2.8 %,0.0
Callao,2022 - I,19/05/22,"1,760",22.5,15.8 %,0.0
Callao,2022 - I,20/05/22,970,14.3,7.0 %,0.0
Callao,2022 - I,21/05/22,"1,012",20.9,3.3 %,0.0
Callao,2022 - I,22/05/22,"3,311",16.9,13.1 %,0.0
Callao,2022 - I,23/05/22,"3,631",16.9,17.3 %,0.1
Callao,2022 - I,24/05/22,"1,306",17.3,19.9 %,0.0
Callao,2022 - I,25/05/22,422,13.5,5.0 %,0.0
Callao,2022 - I,26/05/22,"3,078",24.9,5.1 %,0.0
Callao,2022 - I,27/05/22,706,9.3,11.2 %,8.0
Callao,2022 - I,28/05/22,"4,204",17.6,15.3 %,0.0
Callao,2022 - I,29/05/22,929,13.5,19.9 %,0.0
Callao,2022 - I,30/05/22,"1,569",13.0,37.2 %,0.3
Callao,2022 - I,31/05/22,"2,512",17.2,38.0 %,0.6
Callao,2022 - I,1/06/22,"2,147",23.7,16.1 %,0.0
Callao,2022 - I,2/06/22,33,13.2,4.3 %,0.0
Callao,2022 - I,9/06/22,207,10.2,31.3 %,1.8
Callao,2022 - I,10/06/22,529,9.9,13.4 %,2.2
Callao,2022 - I,11/06/22,"3,308",11.5,23.0 %,1.6
Callao,2022 - I,12/06/22,"2,370",10.0,10.0 %,1.0
Callao,2022 - I,13/06/22,"2,690",11.6,8.3 %,2.5
Callao,2022 - I,14/06/22,"7,175",22.8,21.2 %,0.5
Callao,2022 - I,16/06/22,198,9.8,14.6 %,0.1
Callao,2022 - I,20/06/22,"1,488",22.0,30.0 %,0.0
Callao,2022 - I,21/06/22,"3,720",23.7,11.2 %,0.0
Callao,2022 - I,22/06/22,"1,084",25.7,5.7 %,0.0
Callao,2022 - I,1/07/22,405,6.5,5.6 %,1.5
Callao,2022 - I,2/07/22,"3,507",16.7,9.6 %,0.6
Callao,2022 - I,3/07/22,"3,615",14.7,12.3 %,2.5
Callao,2022 - I,4/07/22,"2,479",13.8,20.4 %,0.1
Callao,2022 - I,5/07/22,"1,262",10.2,25.2 %,3.0
Callao,2022 - I,12/07/22,"2,585",24.9,48.5 %,3.5
Callao,2022 - I,13/07/22,"2,306",14.4,15.5 %,0.8
Callao,2022 - I,14/07/22,"3,648",15.4,20.0 %,0.3
Callao,2022 - I,19/07/22,"1,203",10.3,23.6 %,2.0
Callao,2022 - I,20/07/22,"4,005",13.3,6.2 %,0.0
Callao,2022 - I,21/07/22,"1,338",9.5,11.7 %,2.8
Callao,2022 - I,22/07/22,"2,234",12.0,7.3 %,0.9
Callao,2022 - I,23/07/22,"1,750",12.0,8.3 %,0.2
Callao,2022 - II,23/11/22,"3,749",10.1,34.1 %,0.0
Callao,2022 - II,24/11/22,"3,773",11.0,7.7 %,0.1
Callao,2022 - II,25/11/22,560,8.3,8.9 %,2.1
Callao,2022 - II,26/11/22,"1,526",11.6,5.7 %,0.0
Callao,2022 - II,27/11/22,626,6.1,0.0 %,8.4
Callao,2022 - II,28/11/22,"4,055",11.6,11.7 %,0.9
Callao,2022 - II,29/11/22,"2,914",11.4,8.5 %,0.3
Callao,2022 - II,30/11/22,"3,377",11.5,12.3 %,0.0
Callao,2022 - II,1/12/22,"2,969",10.3,8.8 %,0.6
Callao,2022 - II,2/12/22,"3,143",12.7,7.1 %,1.1
Callao,2022 - II,3/12/22,"1,412",10.0,7.8 %,1.9
Callao,2022 - II,4/12/22,"1,006",9.2,27.3 %,1.8
Callao,2022 - II,5/12/22,"2,927",10.4,15.5 %,1.4
Callao,2022 - II,6/12/22,"2,879",10.6,14.1 %,0.7
Callao,2022 - II,7/12/22,"1,268",13.9,17.7 %,2.1
Callao,2022 - II,10/12/22,806,5.4,32.2 %,2.0
Callao,2022 - II,11/12/22,900,12.2,28.5 %,1.9
Callao,2022 - II,13/12/22,523,11.8,20.3 %,0.5
Callao,2022 - II,14/12/22,"2,122",15.4,2.2 %,0.0
Callao,2022 - II,15/12/22,"2,889",19.2,2.5 %,0.0
Callao,2022 - II,16/12/22,580,18.4,0.0 %,0.0
Callao,2022 - II,17/12/22,"1,902",23.3,2.5 %,0.0
Callao,2022 - II,18/12/22,532,7.9,18.2 %,3.7
Callao,2022 - II,19/12/22,243,10.8,4.6 %,1.6
Callao,2022 - II,20/12/22,455,10.8,8.3 %,8.2
Callao,2022 - II,21/12/22,304,7.1,14.3 %,3.8
Callao,2022 - II,22/12/22,992,9.4,19.1 %,14.0
Callao,2022 - II,26/12/22,141,6.1,77.3 %,6.2
Callao,2022 - II,27/12/22,"1,955",10.1,1.8 %,0.5
Callao,2022 - II,28/12/22,"3,099",19.4,6.8 %,5.1
Callao,2022 - II,29/12/22,327,10.0,6.2 %,24.3
Callao,2022 - II,30/12/22,485,8.5,3.6 %,6.2
Callao,2022 - II,31/12/22,82,7.8,0.0 %,0.0
Callao,2022 - II,1/01/23,296,9.5,27.5 %,17.4
Callao,2022 - II,2/01/23,723,10.6,55.6 %,0.6
Callao,2022 - II,3/01/23,"1,148",8.5,28.3 %,6.1
Callao,2022 - II,4/01/23,317,8.3,29.8 %,11.8
Callao,2022 - II,6/01/23,"2,119",15.1,24.3 %,1.7
Callao,2022 - II,7/01/23,383,10.7,17.0 %,2.9
Callao,2022 - II,8/01/23,"1,304",11.2,11.2 %,3.9
Callao,2022 - II,9/01/23,"2,942",13.2,32.7 %,0.7
Callao,2022 - II,10/01/23,"2,156",15.0,14.1 %,0.3
Callao,2022 - II,14/01/23,"1,711",10.9,24.9 %,4.4
Callao,2022 - II,15/01/23,541,13.4,29.5 %,5.6
Callao,2022 - II,16/01/23,"1,733",18.2,28.5 %,19.7
Callao,2022 - II,17/01/23,473,10.2,14.9 %,4.7
Callao,2022 - II,18/01/23,33,5.9,0.0 %,17.6
Callao,2022 - II,19/01/23,"2,089",20.2,18.0 %,2.4
Callao,2022 - II,21/01/23,51,12.3,25.8 %,29.1
Callao,2022 - II,22/01/23,609,8.1,4.4 %,0.0
Callao,2022 - II,23/01/23,644,10.7,30.0 %,2.5
Callao,2022 - II,24/01/23,"1,264",11.0,20.1 %,3.5
Callao,2022 - II,25/01/23,"2,748",11.4,21.6 %,2.4
Callao,2022 - II,27/01/23,"1,673",10.8,31.5 %,3.2
Callao,2022 - II,28/01/23,62,2.9,31.2 %,2.0
Callao,2022 - II,29/01/23,798,24.1,56.4 %,3.8
Callao,2022 - II,30/01/23,799,11.4,51.0 %,6.8
Callao,2022 - II,31/01/23,276,6.1,34.3 %,1.9
Callao,2022 - II,1/02/23,"1,680",8.5,67.3 %,2.4
Callao,2023 - I,,135,NaN,,0.0
Callao,2023 - I,3/06/23,"1,267",9.7,84.1 %,0.0
Callao,2023 - I,4/06/23,448,14.9,88.7 %,0.3
Callao,2023 - I,5/08/23,209,15.4,61.1 %,0.0
Callao,2023 - II,21/10/23,"3,614",18.0,76.4 %,0.0
Callao,2023 - II,23/10/23,"1,872",11.1,78.9 %,0.0
Callao,2023 - II,24/10/23,"3,112",14.2,78.2 %,0.0
Callao,2023 - II,25/10/23,199,28.7,33.7 %,0.0
Callao,2023 - II,26/10/23,"3,028",16.6,55.8 %,0.0
Callao,2023 - II,27/10/23,"2,779",21.0,35.4 %,0.0
Callao,2023 - II,28/10/23,"3,234",18.4,46.7 %,0.0
Callao,2023 - II,29/10/23,"2,672",26.4,57.3 %,0.0
Callao,2023 - II,31/10/23,"1,137",17.3,56.2 %,0.0
Callao,2023 - II,1/11/23,"3,979",15.5,72.6 %,0.0
Callao,2023 - II,2/11/23,"2,927",17.3,43.7 %,0.0
Callao,2023 - II,3/11/23,"3,621",18.5,29.7 %,0.0
Callao,2023 - II,4/11/23,"1,562",25.8,36.7 %,0.0
Callao,2023 - II,5/11/23,"3,333",21.1,72.6 %,1.9
Callao,2023 - II,6/11/23,"1,388",26.5,53.5 %,2.2
Callao,2023 - II,7/11/23,"2,223",16.8,67.8 %,0.0
Callao,2023 - II,8/11/23,"3,915",17.4,49.3 %,0.0
Callao,2023 - II,9/11/23,"1,564",17.5,68.0 %,0.0
